climate,inequality,human rights,gender,lgbtq,european union,immigration,health,misinformation,hate speech
73,51,58,53,38,53,30,51,47,40
21,51,55,58,38,53,41,49,37,51
51,55,55,16,74,62,68,60,40,38
21,80,44,40,44,53,27,44,42,51
51,22,58,44,44,37,47,48,37,50
49,51,37,58,74,48,48,45,40,87
49,70,38,51,74,62,48,55,37,49
21,41,38,58,80,53,25,50,40,49
51,51,37,27,28,62,40,90,42,42
49,22,44,51,80,62,51,59,70,49
21,60,58,40,44,53,40,55,48,87
21,41,58,44,28,35,53,59,51,42
51,51,55,60,44,42,57,43,47,36
66,22,55,44,28,48,47,54,40,43
88,60,55,16,44,62,47,50,40,51
88,22,44,16,74,62,25,67,48,39
51,60,58,69,64,48,47,55,57,83
66,80,37,16,74,53,40,55,51,50
51,55,44,16,74,53,53,30,42,33
74,51,38,19,38,48,76,43,40,82
51,80,44,67,28,48,47,50,42,74
66,80,14,40,28,32,41,29,56,40
51,55,37,54,44,42,58,53,63,76
21,19,58,40,44,44,57,47,40,69
49,66,44,16,28,48,40,43,50,69
69,51,14,54,74,62,68,40,55,81
21,51,44,58,44,62,56,59,38,35
21,70,55,53,44,32,57,50,59,38
21,51,44,66,74,62,37,50,55,51
21,51,44,40,44,48,27,38,45,81
49,55,58,40,44,47,48,41,62,49
21,41,14,58,74,48,51,43,38,74
51,37,44,67,38,62,48,55,54,30
68,51,44,58,80,53,41,44,52,44
51,55,55,16,44,53,56,49,57,49
49,51,44,44,44,44,51,55,57,40
49,60,44,16,74,53,41,55,51,42
70,22,44,66,38,42,37,55,57,84
49,37,58,20,44,53,48,47,66,87
66,41,44,27,28,48,56,59,39,49
49,22,44,54,74,44,76,90,63,51
21,83,37,40,74,62,41,53,40,25
51,66,44,66,64,53,37,36,45,48
66,60,44,67,44,32,27,55,37,74
49,55,58,83,38,41,37,40,40,49
66,41,44,27,38,35,25,54,41,51
66,70,14,44,28,62,68,43,31,77
49,70,44,58,28,53,68,50,51,49
21,83,58,58,44,53,47,81,51,50
21,41,37,67,44,53,27,45,48,25
70,41,38,58,28,41,25,36,57,48
51,41,37,54,44,42,68,54,62,38
73,51,58,80,28,42,47,85,56,51
21,41,55,58,80,25,40,41,38,74
88,55,44,58,44,48,56,48,58,49
49,51,55,58,80,62,53,36,47,51
51,55,44,83,28,53,51,35,51,38
51,51,44,58,28,47,27,60,38,90
21,80,14,67,44,48,57,29,33,49
71,41,14,20,44,48,51,43,62,49
51,80,44,53,74,48,41,40,80,87
51,66,14,40,38,53,25,44,47,51
49,80,55,54,44,41,57,55,48,42
51,51,14,54,44,53,58,43,38,90
21,19,55,27,74,32,56,30,63,49
70,80,44,80,64,37,51,64,69,87
51,19,44,58,64,62,30,60,48,44
21,41,37,40,44,42,53,59,57,79
21,41,44,40,28,62,76,55,50,36
49,66,58,54,38,44,27,27,52,50
71,19,44,66,64,48,53,43,57,44
49,41,55,58,44,48,37,55,48,49
71,39,44,19,44,53,48,49,55,48
21,51,58,58,38,62,41,59,37,50
74,41,55,27,44,32,76,47,45,43
21,55,58,60,44,62,76,50,47,49
21,55,58,16,64,47,48,50,70,51
21,51,38,44,38,53,48,59,40,51
49,41,37,58,74,42,41,27,48,43
21,41,44,54,44,62,68,55,50,25
70,39,44,62,44,32,30,41,71,77
49,36,44,19,44,44,27,48,46,50
68,66,58,51,28,53,47,57,34,36
51,37,44,44,44,25,53,60,38,48
51,55,58,40,28,41,53,50,38,48
66,51,14,66,28,44,41,54,45,76
21,41,44,40,74,47,58,38,38,49
66,37,55,19,44,42,53,73,39,51
49,70,44,58,44,53,25,50,47,44
49,41,55,66,44,48,40,54,50,51
49,37,37,16,38,44,30,43,51,49
49,51,44,54,38,44,30,36,40,42
49,60,44,54,28,25,30,64,57,37
88,51,38,44,38,41,57,37,42,74
51,51,55,62,38,62,68,41,41,76
49,22,44,58,44,53,48,41,40,49
21,66,58,58,44,48,51,36,41,51
49,70,55,58,44,53,48,43,56,51
49,37,14,40,74,37,68,41,52,51
21,51,44,40,44,32,57,50,47,25
21,55,44,58,44,37,37,41,37,77
21,51,55,20,44,62,76,37,67,49
21,22,58,69,28,44,41,71,45,38
21,41,44,66,74,42,56,81,36,48
49,19,44,40,44,32,51,53,50,49
68,41,44,40,38,53,53,59,62,49
21,37,44,58,80,62,68,57,50,35
21,22,14,20,28,35,51,49,50,49
49,51,58,80,28,53,48,49,42,41
51,51,55,19,44,41,48,73,72,50
21,41,44,58,38,48,57,55,51,51
51,55,38,16,80,25,40,43,49,44
21,70,38,27,38,25,76,41,40,43
21,51,37,53,44,53,56,55,47,42
21,41,44,54,74,47,57,59,68,34
21,41,55,27,38,47,76,47,56,34
51,51,55,58,44,44,76,53,40,39
74,19,55,44,64,32,57,53,45,48
71,51,44,58,28,53,57,27,62,62
49,41,38,58,80,53,68,53,57,51
51,41,14,54,28,32,30,60,59,48
88,22,44,16,80,35,25,43,38,49
21,55,55,16,74,44,68,43,41,51
51,83,37,40,64,62,25,29,49,82
69,60,14,58,38,25,48,41,50,82
88,41,55,54,28,37,47,36,41,42
21,41,44,54,44,35,47,60,48,44
21,55,58,80,44,47,47,55,48,51
21,37,37,40,44,53,68,47,40,38
49,55,55,54,64,47,41,49,51,33
68,70,38,27,44,25,53,50,36,42
68,70,38,54,44,53,51,57,36,42
66,41,37,20,44,37,25,36,51,49
49,55,58,27,64,48,27,67,57,36
49,55,37,53,74,41,51,30,38,84
49,37,44,58,74,62,47,41,41,50
51,51,55,58,44,62,48,48,42,90
49,55,37,60,38,48,56,41,42,82
49,51,55,27,64,47,51,50,55,42
21,41,37,16,44,37,40,59,51,42
66,55,55,20,44,62,68,64,48,49
66,41,37,19,64,62,41,41,57,42
70,51,44,54,44,44,57,48,38,50
49,55,44,54,28,25,76,55,59,49
21,51,44,54,44,37,76,85,54,82
51,51,55,19,44,37,51,50,40,76
51,55,55,80,44,53,30,55,71,81
21,66,37,27,44,62,47,60,40,42
21,41,44,62,28,44,48,55,41,36
51,41,44,70,80,25,47,41,40,51
49,51,44,53,44,48,51,57,34,38
70,51,44,54,38,35,25,73,57,51
21,41,37,16,64,62,68,43,51,81
51,55,37,16,28,62,40,54,55,44
21,55,38,51,28,44,40,48,67,51
51,19,14,27,38,62,56,50,34,36
49,36,37,54,80,37,41,33,45,33
51,51,38,54,28,53,51,53,39,81
21,41,58,58,38,25,58,48,47,25
73,51,38,58,38,42,41,60,41,82
71,36,58,58,64,53,68,71,31,44
21,37,44,83,80,53,30,59,42,34
21,41,55,58,38,62,41,41,51,40
73,37,14,40,44,62,56,49,42,90
21,83,58,80,80,62,53,50,54,34
51,51,37,54,64,41,51,55,41,87
21,55,55,16,74,44,41,40,36,43
49,37,58,58,64,62,51,35,63,84
88,66,37,54,28,62,53,54,47,40
21,55,44,54,28,32,56,55,55,49
49,55,55,53,44,62,58,38,46,90
21,55,37,58,28,44,56,81,47,43
21,41,44,58,74,53,51,57,45,82
51,55,58,40,28,53,48,50,22,49
21,41,14,19,74,53,37,54,40,49
71,80,14,54,80,42,57,81,45,36
51,22,14,44,28,53,57,53,55,38
51,41,44,40,28,42,76,44,57,34
21,22,38,44,80,48,76,81,59,50
49,41,58,20,28,25,58,27,50,38
21,41,44,54,64,53,48,48,42,51
51,55,14,58,44,62,48,57,34,74
49,41,55,19,44,48,76,29,40,38
74,55,55,54,28,62,47,43,34,69
66,80,44,27,38,53,53,54,47,33
21,83,37,27,44,48,53,44,22,51
88,39,44,27,44,53,40,29,38,51
66,51,14,58,38,48,47,46,61,77
74,41,44,19,64,62,51,81,45,36
49,60,38,44,44,32,56,29,47,87
51,37,55,58,44,37,25,35,68,51
21,41,55,58,38,48,57,64,50,76
21,51,14,58,74,32,58,39,34,49
49,55,58,80,28,32,57,57,45,38
49,39,44,58,64,48,51,59,57,51
51,55,37,60,44,62,47,50,40,81
49,51,44,64,44,48,53,33,55,44
51,36,14,58,44,41,68,50,80,39
21,41,58,67,74,41,41,43,68,82
49,55,44,40,80,37,25,40,22,32
51,60,38,40,38,53,27,46,38,49
51,41,44,58,44,42,51,55,51,51
51,41,38,60,44,53,53,38,48,42
21,55,44,53,44,48,58,49,38,48
21,60,55,67,44,32,25,46,51,50
51,39,44,54,74,48,37,37,40,36
73,51,38,66,44,25,76,57,62,51
21,22,44,62,64,62,41,43,47,38
21,19,38,58,80,48,47,46,67,27
21,70,55,60,44,53,37,51,45,49
68,22,44,54,44,47,40,57,42,83
71,19,38,19,44,48,68,55,40,51
51,51,37,16,38,62,58,41,40,51
66,60,44,40,80,53,68,55,45,41
51,41,38,40,44,53,68,48,40,51
74,55,14,66,38,37,48,43,50,49
51,41,44,54,80,47,30,81,56,25
21,36,44,27,44,53,76,41,47,43
49,41,14,53,44,25,76,41,69,38
74,41,14,19,74,44,47,71,39,44
73,41,55,44,44,62,56,51,42,51
51,37,58,40,28,62,56,73,39,42
51,80,44,19,44,48,48,68,54,51
21,55,55,27,44,53,56,59,36,51
51,70,37,51,38,62,27,44,83,81
49,51,38,66,80,53,41,50,50,44
21,55,58,54,64,53,58,49,51,51
88,41,44,54,80,25,68,43,36,49
51,51,44,40,38,53,47,41,40,84
51,55,44,66,38,48,76,44,56,49
21,37,44,54,38,62,40,49,47,50
49,55,44,66,38,48,30,55,38,50
88,39,14,16,44,44,76,55,57,44
51,51,55,66,38,62,56,47,58,51
49,41,38,44,74,62,76,71,37,82
49,66,44,67,44,53,41,57,42,44
21,51,58,60,64,41,27,55,73,49
49,41,58,40,74,44,48,43,40,50
51,41,44,16,44,53,51,44,41,49
21,36,55,40,44,53,56,29,47,70
69,51,58,16,44,42,53,64,40,38
70,36,58,40,28,25,58,49,42,51
21,55,58,67,44,48,53,37,64,37
21,22,58,53,80,37,51,55,62,48
49,55,44,58,28,53,40,44,56,44
66,37,58,54,44,42,56,55,40,38
70,55,55,67,28,48,57,47,48,49
51,37,44,40,44,53,40,38,55,37
51,51,44,51,80,41,41,48,40,30
21,51,14,40,44,37,56,48,58,37
71,39,55,51,38,35,68,44,41,44
51,55,37,51,64,62,47,57,46,48
68,55,44,40,74,48,57,57,38,87
51,41,37,69,80,48,41,54,42,49
51,51,55,54,74,48,47,54,40,35
51,55,55,58,64,47,41,59,47,43
51,60,38,58,38,62,56,47,47,35
49,55,55,54,44,62,56,47,36,38
51,55,58,53,74,62,57,72,49,51
69,36,58,54,44,53,47,33,46,51
49,70,37,51,74,48,40,35,62,49
51,51,44,54,44,44,56,72,40,37
51,37,55,51,64,47,68,43,42,34
49,51,37,44,80,62,41,54,62,38
49,55,55,53,44,53,48,51,57,34
21,41,14,80,80,44,40,60,56,87
51,41,37,16,28,44,76,48,45,34
21,70,44,19,44,53,47,50,37,44
49,51,55,58,44,44,47,72,46,69
68,51,44,44,80,32,47,44,42,36
51,41,58,40,38,44,41,55,66,36
21,41,44,54,44,48,41,49,55,87
51,55,14,58,80,44,68,48,31,87
49,51,44,66,44,53,48,35,42,49
51,51,37,58,28,48,40,53,69,51
49,55,44,58,28,53,68,90,51,49
21,55,44,20,28,25,25,48,69,51
51,51,55,58,74,53,41,43,64,34
49,41,14,53,28,62,37,71,51,32
51,51,55,83,44,25,48,43,38,38
51,22,58,70,44,37,37,59,38,42
21,51,44,58,38,48,76,68,41,43
49,55,44,16,28,53,57,48,38,49
51,51,14,54,44,62,41,40,50,48
49,41,44,51,44,41,25,50,40,50
51,41,55,54,64,35,51,54,33,40
51,55,38,53,44,53,76,53,42,50
49,66,58,70,44,47,53,53,57,40
49,55,38,20,74,53,68,60,83,44
49,39,44,44,28,25,40,48,72,51
68,55,38,83,80,48,51,72,57,51
49,51,14,64,80,62,58,55,45,37
21,41,37,44,80,25,58,53,37,51
21,41,58,54,38,41,30,53,45,51
66,51,44,20,64,47,57,50,69,49
49,80,44,60,44,42,76,55,47,51
68,55,55,44,28,48,25,54,33,49
21,66,55,58,44,48,53,50,48,42
51,41,44,66,28,47,27,55,41,44
69,41,38,27,38,48,57,90,69,34
49,41,55,54,64,62,41,49,37,74
68,55,38,53,28,62,27,44,58,25
88,51,58,80,44,53,51,54,45,51
21,80,55,40,44,48,37,55,51,44
49,55,55,44,44,53,30,55,62,34
49,51,58,54,44,62,37,60,57,36
21,36,44,44,44,62,41,36,51,51
49,37,58,54,28,37,40,30,47,42
21,51,44,27,64,35,76,60,47,69
66,37,14,54,80,42,76,43,62,42
49,55,55,54,28,47,68,60,69,49
49,19,44,58,38,44,68,55,72,49
21,41,44,54,28,53,41,35,56,48
51,41,14,70,64,47,40,46,37,82
51,19,55,20,80,62,51,60,50,49
21,41,58,58,28,35,56,60,47,48
49,51,55,69,64,53,51,53,34,35
21,70,14,19,44,42,51,54,48,82
21,66,37,62,80,62,51,43,58,49
51,36,38,69,38,25,53,43,40,49
51,83,44,66,44,35,37,48,57,44
74,51,14,58,64,37,76,64,38,87
49,55,55,40,38,48,48,36,47,49
74,66,55,54,28,62,58,59,34,51
49,51,58,44,44,62,53,55,33,74
88,66,55,53,28,42,76,71,34,51
66,41,58,54,74,53,41,50,63,51
51,39,44,60,44,53,56,39,51,44
70,80,38,19,80,41,58,35,47,50
51,55,55,54,64,48,25,38,50,43
51,19,55,53,74,62,47,55,34,51
49,36,38,40,38,32,25,49,50,77
21,66,37,51,44,25,25,27,51,40
21,37,44,40,44,37,30,54,51,48
66,41,55,69,38,41,41,67,47,44
21,83,55,54,44,32,56,59,57,38
68,55,55,27,80,42,47,60,55,41
74,55,37,44,44,47,47,48,40,40
21,51,44,44,80,53,48,48,57,44
51,83,44,27,38,44,56,72,56,42
51,37,58,80,44,62,27,44,36,69
51,22,55,19,64,42,53,50,42,48
49,51,44,44,44,41,41,43,59,49
70,51,55,58,38,44,40,46,67,44
68,51,44,58,38,41,41,49,67,69
66,83,14,58,38,44,57,37,73,43
49,51,58,54,64,53,51,71,76,41
49,51,44,80,38,62,41,50,47,84
51,60,55,54,74,37,51,72,38,49
49,51,14,64,28,42,76,53,59,82
21,55,44,58,64,48,51,81,45,51
70,55,58,16,38,48,48,55,34,41
21,51,14,64,44,48,51,43,22,27
69,55,14,58,38,48,30,54,42,34
49,66,55,16,38,53,51,64,34,49
21,36,44,64,80,53,76,44,47,49
21,80,55,58,38,62,51,45,40,42
21,55,44,60,64,53,48,41,40,36
21,41,44,60,44,42,47,43,40,82
51,55,37,69,28,62,76,46,34,50
51,55,44,44,38,47,25,54,57,70
21,70,14,19,28,32,40,35,72,48
69,41,58,40,38,53,30,43,58,51
49,55,44,69,28,53,47,41,67,42
73,83,14,54,28,62,37,44,42,50
69,55,58,60,80,37,48,50,55,42
51,55,58,58,64,62,68,48,38,62
21,41,37,20,44,41,68,48,39,84
51,70,58,44,38,53,30,59,71,49
51,55,58,54,38,53,56,81,31,36
49,55,55,44,44,41,40,41,42,50
21,60,14,66,44,35,48,55,47,69
21,36,44,66,44,47,27,36,49,41
49,41,44,58,80,47,51,43,42,35
21,51,38,58,38,62,47,85,56,51
71,41,58,40,64,41,47,48,40,49
68,70,58,58,44,62,48,27,45,49
74,51,37,70,44,42,53,43,55,50
21,41,55,54,74,35,56,60,71,51
21,51,14,60,44,53,57,43,45,49
49,55,55,58,38,25,68,53,46,49
51,70,55,44,80,53,47,33,59,50
51,51,55,67,28,53,53,53,57,49
51,37,38,64,28,42,68,46,46,70
51,55,44,70,80,53,58,59,36,32
21,22,44,58,44,62,53,54,31,49
51,39,44,54,74,32,41,55,42,48
21,55,37,40,28,37,53,85,47,42
70,55,55,67,80,62,48,55,64,49
69,70,14,58,44,53,76,54,52,27
51,60,37,40,80,53,40,57,47,49
21,55,44,58,44,53,53,50,69,37
51,80,38,40,38,32,40,55,51,42
21,39,38,19,28,25,41,41,68,51
21,39,14,69,44,62,40,55,62,40
21,55,58,44,64,53,40,60,45,48
49,41,44,20,28,53,68,38,70,42
51,51,14,58,44,48,76,41,37,34
88,51,37,51,38,37,47,51,34,82
49,19,14,51,44,47,57,53,33,49
51,39,14,67,28,62,68,54,46,90
21,55,58,70,44,42,68,39,56,36
21,37,14,58,44,32,41,53,40,81
21,51,38,54,74,53,30,55,45,49
68,51,58,40,28,48,41,54,46,51
73,41,44,80,64,42,48,55,57,44
49,66,38,40,44,35,68,68,73,51
49,41,37,66,64,62,57,49,40,79
21,51,14,40,64,35,25,43,42,34
49,41,44,40,28,53,68,53,42,38
49,55,58,54,80,48,41,43,51,50
49,41,37,58,38,62,37,51,38,49
21,55,37,51,64,41,37,81,22,49
51,55,14,40,44,47,51,36,50,49
73,51,58,40,74,42,68,48,49,84
21,80,55,40,64,53,41,39,55,51
21,66,58,44,28,48,57,59,45,51
51,41,44,54,38,44,47,48,52,49
49,39,37,53,28,48,40,55,38,42
51,19,38,80,44,48,25,46,50,76
49,55,38,58,64,48,57,43,47,87
49,41,44,58,74,37,76,49,41,90
49,22,37,58,44,35,51,49,55,49
88,55,58,83,44,44,41,48,63,51
21,55,44,40,74,62,48,43,51,84
51,51,58,40,64,53,53,59,48,74
51,55,44,27,28,47,51,41,51,44
21,19,44,40,44,35,48,57,51,49
49,51,55,64,80,53,76,59,54,35
49,41,44,58,44,62,51,41,71,49
21,55,44,54,44,62,41,34,42,44
73,55,55,19,38,44,68,47,55,42
49,83,44,19,44,62,76,34,61,51
21,51,58,40,28,62,58,55,67,51
21,60,44,58,74,47,47,57,50,51
51,70,44,58,44,37,53,43,50,42
21,51,44,20,44,41,30,55,66,77
51,37,55,54,80,44,30,44,40,70
51,66,44,51,80,47,53,41,57,51
51,55,44,62,44,41,25,55,51,44
88,80,44,20,44,41,30,41,38,38
73,80,44,16,44,53,51,50,54,81
70,41,38,16,44,42,48,44,42,39
73,55,37,64,64,53,40,37,38,40
49,41,44,54,28,53,57,60,50,40
49,83,37,66,44,53,51,50,67,76
68,22,14,58,80,53,68,50,42,48
51,36,58,53,28,32,40,55,58,77
21,55,58,58,74,48,40,55,47,51
49,41,37,16,44,53,57,44,38,37
73,51,55,20,64,42,40,36,67,38
70,66,44,16,28,25,53,38,34,44
51,19,37,40,44,35,47,47,57,82
71,51,14,20,64,32,76,44,45,49
21,55,58,53,44,32,37,47,50,74
49,37,44,40,74,47,47,40,55,81
74,41,55,19,44,48,57,39,51,36
66,55,44,80,44,35,58,41,45,51
51,55,44,44,44,25,41,55,57,51
70,41,38,51,44,48,30,47,36,42
21,41,14,40,38,53,41,45,51,82
88,41,14,64,38,32,37,49,40,42
21,19,58,58,38,44,57,72,40,77
21,55,58,16,64,62,25,55,55,44
21,60,37,58,44,53,51,44,61,82
74,55,38,40,80,48,47,44,36,51
51,51,55,64,74,35,37,36,57,49
49,51,14,60,44,48,51,90,55,79
51,36,14,58,74,35,57,38,48,38
88,55,44,16,64,53,40,41,64,42
21,51,37,58,44,48,53,43,50,76
51,55,38,51,28,47,41,59,83,48
51,41,55,58,28,62,58,48,61,90
49,41,58,40,28,35,56,35,41,51
73,55,44,40,80,35,53,53,76,41
21,41,55,51,38,53,40,37,51,43
49,19,55,54,28,48,48,50,51,41
21,19,38,69,64,35,27,55,45,44
21,41,55,20,80,32,76,22,40,27
66,51,55,51,44,47,58,50,38,82
70,51,58,66,74,53,58,53,54,43
21,70,14,58,80,42,51,41,67,49
49,41,44,19,44,47,58,72,51,42
49,41,44,58,64,41,47,43,47,51
51,51,58,40,28,48,47,59,42,40
49,22,38,54,44,53,57,55,40,49
51,60,37,40,44,41,51,53,45,90
49,39,14,27,80,53,53,90,57,49
49,36,38,58,74,42,76,50,46,51
74,19,55,54,80,53,57,64,69,37
69,55,44,53,44,53,51,50,47,43
21,41,44,58,74,62,47,55,55,87
69,41,38,27,44,42,30,36,40,40
88,51,37,58,38,53,57,41,57,49
49,55,14,40,44,62,58,38,56,48
66,36,58,58,44,53,51,60,36,49
21,51,37,69,38,47,51,37,47,42
74,19,14,58,44,47,58,46,62,49
49,41,38,40,44,48,57,35,66,51
51,55,58,83,28,53,37,30,61,30
51,36,58,20,28,48,58,44,51,84
49,41,38,60,80,42,56,55,34,51
51,41,44,54,74,48,76,47,36,81
51,83,58,58,64,48,48,36,63,40
21,51,38,58,38,53,76,49,34,62
21,66,44,58,38,42,76,49,46,42
71,41,55,58,44,48,27,67,51,49
49,70,55,58,64,41,51,68,47,40
51,66,44,58,28,53,41,48,46,25
21,55,44,69,44,25,48,60,62,79
69,41,44,58,44,47,51,43,55,51
69,55,44,66,38,53,48,60,66,77
21,36,38,64,64,62,58,71,51,40
49,51,55,69,44,41,41,67,40,49
51,51,14,16,28,35,76,43,36,84
21,41,37,44,38,35,53,55,40,51
49,55,37,58,28,62,68,30,47,41
74,83,55,58,38,53,41,50,34,50
51,55,55,69,44,25,68,53,52,42
21,70,37,58,28,53,57,38,48,37
49,41,37,60,38,53,68,49,57,44
21,36,55,54,28,42,27,41,40,82
49,51,14,53,44,42,41,38,50,25
21,51,55,19,38,48,41,55,39,77
49,55,44,44,38,48,58,43,48,51
51,41,44,44,80,48,27,36,69,49
88,51,44,66,28,53,37,48,55,49
21,55,44,58,64,47,30,30,40,42
49,55,58,54,44,32,47,60,67,38
51,80,44,58,44,42,48,47,59,51
51,55,44,53,44,37,48,49,38,42
51,41,44,44,80,44,56,39,40,36
88,51,44,58,64,53,58,55,40,49
49,19,44,58,44,53,68,85,47,33
51,51,55,51,38,37,41,47,42,41
69,66,44,40,74,48,40,48,80,39
70,41,44,58,44,37,47,54,51,49
21,39,38,40,28,53,51,73,68,82
49,51,44,20,74,47,53,55,40,62
68,55,37,27,80,44,40,43,47,48
70,51,37,40,44,48,76,55,51,49
51,55,38,54,44,44,68,46,62,44
49,41,44,19,74,25,48,44,80,87
49,83,14,58,44,62,48,39,83,32
49,83,55,54,28,48,57,67,50,27
70,83,38,16,64,62,76,48,47,82
21,80,38,16,44,35,40,43,45,49
51,55,55,51,74,41,53,36,62,51
68,41,44,54,44,37,47,43,50,41
70,41,58,58,28,44,68,45,46,90
21,83,37,54,44,48,57,81,40,50
51,83,38,54,44,44,68,64,34,49
49,39,55,66,74,62,51,64,40,81
21,41,58,64,44,25,56,49,31,49
49,70,55,66,38,53,51,53,47,38
74,51,37,40,44,53,48,40,54,42
21,51,58,58,38,62,40,47,41,35
21,19,55,66,28,53,47,64,45,49
88,55,55,20,44,53,76,55,40,34
51,55,58,54,38,62,58,34,45,49
74,36,44,80,64,42,48,47,57,51
21,55,37,16,38,62,48,38,49,48
49,55,38,16,28,37,27,43,51,49
51,41,55,60,64,32,53,44,36,49
74,41,44,69,28,47,30,55,40,48
51,55,58,16,44,41,47,53,61,49
49,51,14,54,80,48,58,50,40,51
51,41,58,66,80,53,30,44,54,49
21,51,37,64,28,25,76,60,50,43
21,51,14,66,38,44,41,48,45,49
21,41,37,58,64,62,25,60,40,51
49,60,58,80,44,53,56,36,50,51
21,22,37,54,44,48,48,81,57,42
21,80,58,60,80,48,58,55,38,33
21,36,58,27,44,42,25,60,34,81
74,37,38,40,80,37,40,60,52,40
21,37,38,51,44,53,25,46,71,48
88,51,55,53,74,53,51,48,41,51
49,41,44,54,44,62,58,33,45,38
21,41,38,16,74,32,68,48,57,49
21,60,37,60,28,62,37,50,51,51
21,51,55,44,44,53,47,85,62,51
51,41,37,44,44,41,41,47,50,36
68,70,44,64,80,25,48,39,52,87
51,37,55,16,38,41,37,57,68,51
51,80,44,60,80,62,48,53,57,41
71,39,44,53,38,62,68,51,50,84
70,36,37,40,38,48,25,51,57,41
51,66,44,40,28,53,68,47,54,25
21,51,58,27,38,53,41,35,51,90
49,41,38,58,44,47,57,67,55,51
88,41,14,40,74,48,58,49,66,44
49,36,14,70,44,41,27,47,45,50
21,60,58,19,38,48,57,36,57,49
51,41,58,40,64,53,41,49,41,82
21,41,44,54,28,53,53,85,42,51
51,37,55,27,28,62,48,49,50,74
21,51,38,40,38,53,51,38,51,34
73,19,14,54,64,62,51,64,40,33
21,55,44,27,44,37,47,53,37,51
21,51,44,70,38,42,40,57,42,34
88,41,44,58,64,53,76,43,73,90
71,55,44,54,74,62,51,59,48,43
21,19,55,58,44,62,47,51,34,62
73,51,55,54,44,47,56,43,59,87
51,55,55,58,44,62,56,40,39,43
51,39,55,40,80,41,68,81,83,39
51,37,44,40,28,53,76,53,50,38
49,55,44,66,80,53,56,60,36,62
51,51,44,19,38,35,37,49,40,48
69,51,55,58,28,41,27,73,36,79
51,41,44,69,28,47,48,48,50,49
21,19,38,80,44,62,53,50,34,87
49,66,44,44,44,44,68,53,42,43
51,41,44,58,38,62,48,46,47,76
21,41,44,51,80,48,76,39,55,42
66,41,58,83,28,53,76,41,55,38
73,19,44,69,64,62,53,47,58,87
49,51,38,53,80,37,40,41,46,49
66,51,37,19,74,35,25,53,73,69
51,55,44,54,74,47,47,85,56,36
74,51,38,66,28,53,51,55,67,49
51,51,44,40,80,48,27,85,48,51
51,55,55,58,44,62,56,55,40,49
69,41,44,53,28,32,47,50,62,38
49,55,44,58,74,53,53,47,51,41
51,41,14,69,80,62,48,60,62,44
66,70,55,20,28,47,57,33,34,38
49,60,55,58,38,48,40,51,45,42
66,36,37,44,74,37,27,67,36,82
66,41,55,58,44,53,56,41,47,27
21,36,55,67,38,37,41,30,52,42
51,41,44,70,44,44,27,53,50,51
49,70,55,16,28,42,51,64,38,42
66,36,44,44,28,48,57,60,57,42
49,41,58,16,44,53,48,35,51,49
51,83,55,54,44,47,58,55,40,38
51,51,44,40,38,62,40,55,40,42
49,39,55,54,80,42,58,81,57,38
68,39,44,16,44,62,76,53,69,44
21,83,44,58,38,62,76,35,49,25
70,19,55,51,38,62,76,44,50,69
51,55,38,54,38,62,40,38,40,40
49,37,37,44,74,62,40,43,34,51
49,60,44,67,44,37,40,40,46,49
49,41,37,67,28,42,58,54,51,27
73,22,38,40,64,35,68,60,42,48
70,83,58,53,44,62,76,50,38,69
68,70,37,80,38,35,41,40,58,44
49,51,14,40,64,62,51,54,50,25
66,41,58,66,44,53,48,55,63,83
49,83,44,51,44,53,76,54,51,51
49,41,37,62,38,62,68,50,69,48
51,36,44,58,74,42,57,41,50,34
51,51,44,20,64,53,51,49,40,49
71,55,37,19,44,62,68,44,36,34
21,55,55,58,28,53,58,51,51,49
51,55,55,58,80,53,25,34,50,44
51,51,55,54,44,41,76,43,34,82
21,55,58,16,38,42,25,59,38,34
51,60,58,27,74,47,47,50,46,49
21,22,55,19,80,41,30,48,54,42
21,55,38,53,64,42,76,36,57,38
21,41,58,16,44,47,41,68,67,40
49,55,44,54,44,48,40,29,37,43
21,66,14,20,64,32,68,40,50,37
21,51,55,16,44,42,51,49,55,39
49,80,58,60,28,53,25,73,50,50
21,55,14,58,74,62,30,81,63,50
49,41,58,27,44,48,58,49,58,49
49,39,44,60,44,48,51,43,50,51
73,22,14,19,80,62,53,36,34,51
49,41,55,60,74,47,68,44,51,36
21,60,37,53,44,42,58,34,61,69
49,41,44,54,74,37,47,40,42,83
51,70,44,58,64,44,51,72,36,43
49,41,58,53,64,37,27,43,48,51
21,36,14,40,74,62,68,47,40,32
21,51,44,40,74,53,76,43,39,49
21,51,14,58,80,53,76,51,38,49
49,22,14,27,74,48,47,54,48,32
21,41,55,54,38,25,25,40,47,50
51,41,55,51,44,44,56,36,36,84
49,41,38,80,38,48,56,41,67,48
21,51,38,58,74,41,53,47,47,76
51,55,55,58,28,44,47,49,42,42
66,55,37,58,80,62,48,53,42,51
49,41,14,58,80,62,57,46,55,51
49,55,44,70,80,35,76,50,40,50
21,60,58,70,38,44,51,41,42,77
21,51,55,20,38,53,25,73,57,39
21,51,38,51,64,62,30,43,36,44
21,51,44,80,44,35,53,53,45,44
21,51,37,40,44,62,41,43,51,84
49,36,58,58,38,44,56,47,40,38
49,55,58,64,80,62,68,90,52,51
49,80,55,58,64,32,30,48,51,43
49,41,58,60,28,32,40,36,41,36
